route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible
860040,20163511multiint-0000010,48941343-20163511multiint-0000010,"Maizerets (Nord)",,0,,00400418,2
860040,20163511multiint-0000010,48941361-20163511multiint-0000010,"Place Jacques-Cartier (Sud)",,1,,00400419,2
860040,20163511multiint-0000010,48941344-20163511multiint-0000010,"Maizerets (Nord)",,0,,00400418,2
860040,20163511multiint-0000010,48941362-20163511multiint-0000010,"Place Jacques-Cartier (Sud)",,1,,00400419,2
860310,20163511multiint-0000010,48940182-20163511multiint-0000010,"Lac-Saint-Charles (Nord)",,0,,03100091,2
860310,20163511multiint-0000010,48940173-20163511multiint-0000010,"Terminus du Zoo (Sud)",,1,,03100090,2
860810,20163511multiint-0000010,48940675-20163511multiint-0000010,"Terminus Les Saules (Sud)",,1,,08100156,2
860810,20163511multiint-0000010,48940693-20163511multiint-0000010,"Terminus du Zoo (Nord)",,0,,08100167,2
860340,20163511multiint-0000010,48940212-20163511multiint-0000010,"Des Laurentides (Nord)",,0,,03400091,2
860340,20163511multiint-0000010,48940209-20163511multiint-0000010,"Terminus du Zoo (Sud)",,1,,03400090,2
860810,20163511multiint-0000010,48940677-20163511multiint-0000010,"Terminus Les Saules (Sud)",,1,,08100156,2
860810,20163511multiint-0000010,48940695-20163511multiint-0000010,"Terminus du Zoo (Nord)",,0,,08100167,2
860310,20163511multiint-0000010,48940184-20163511multiint-0000010,"Lac-Saint-Charles (Nord)",,0,,03100091,2
860310,20163511multiint-0000010,48940175-20163511multiint-0000010,"Terminus du Zoo (Sud)",,1,,03100090,2
860320,20163511multiint-0000010,48940203-20163511multiint-0000010,"Lac Clément (Nord)",,0,,03200106,2
