route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible
868074,20163611multiint-0000001,48943296-20163611multiint-0000001,"Place D'Youville (Est)",,0,,80740009,1
868074,20163611multiint-0000001,48943376-20163611multiint-0000001,"Pointe-de-Sainte-Foy (Ouest)",,1,,80740010,1
868074,20163611multiint-0000001,48943303-20163611multiint-0000001,"Place D'Youville (Est)",,0,,80740009,1
868074,20163611multiint-0000001,48943383-20163611multiint-0000001,"Pointe-de-Sainte-Foy (Ouest)",,1,,80740010,1
868014,20163611multiint-0000001,48944566-20163611multiint-0000001,"Charlesbourg (Est)",,0,,80140018,1
868014,20163611multiint-0000001,48944650-20163611multiint-0000001,"Pointe-de-Sainte-Foy (Ouest)",,1,,80140017,1
868014,20163611multiint-0000001,48944577-20163611multiint-0000001,"Charlesbourg (Est)",,0,,80140018,1
868014,20163611multiint-0000001,48944660-20163611multiint-0000001,"Pointe-de-Sainte-Foy (Ouest)",,1,,80140017,1
868014,20163611multiint-0000001,48944587-20163611multiint-0000001,"Charlesbourg (Est)",,0,,80140018,1
868014,20163611multiint-0000001,48944670-20163611multiint-0000001,"Pointe-de-Sainte-Foy (Ouest)",,1,,80140017,1
868014,20163611multiint-0000001,48944519-20163611multiint-0000001,"Charlesbourg (Est)",,0,,80140018,1
868014,20163611multiint-0000001,48944602-20163611multiint-0000001,"Pointe-de-Sainte-Foy (Ouest)",,1,,80140017,1
868014,20163611multiint-0000001,48944530-20163611multiint-0000001,"Charlesbourg (Est)",,0,,80140018,1
868014,20163611multiint-0000001,48944614-20163611multiint-0000001,"Pointe-de-Sainte-Foy (Ouest)",,1,,80140017,1
868004,20163611multiint-0000001,48944389-20163611multiint-0000001,"Beauport (Est)",,0,,80040024,1
868004,20163611multiint-0000001,48944472-20163611multiint-0000001,"Pointe-de-Sainte-Foy (Ouest)",,1,,80040321,1
868004,20163611multiint-0000001,48944401-20163611multiint-0000001,"Beauport (Est)",,0,,80040024,1
868004,20163611multiint-0000001,48944484-20163611multiint-0000001,"Pointe-de-Sainte-Foy (Ouest)",,1,,80040321,1
868004,20163611multiint-0000001,48944413-20163611multiint-0000001,"Beauport (Est)",,0,,80040024,1
868004,20163611multiint-0000001,48944496-20163611multiint-0000001,"Pointe-de-Sainte-Foy (Ouest)",,1,,80040321,1
868004,20163611multiint-0000001,48944424-20163611multiint-0000001,"Beauport (Est)",,0,,80040024,1
868004,20163611multiint-0000001,48944506-20163611multiint-0000001,"Pointe-de-Sainte-Foy (Ouest)",,1,,80040321,1
868004,20163611multiint-0000001,48944434-20163611multiint-0000001,"Beauport (Est)",,0,,80040024,1
868004,20163611multiint-0000001,48944516-20163611multiint-0000001,"Pointe-de-Sainte-Foy (Ouest)",,1,,80040321,1
868014,20163611multiint-0000001,48944597-20163611multiint-0000001,"Pointe-de-Sainte-Foy (Ouest)",,1,,80140017,1
868014,20163611multiint-0000001,48944524-20163611multiint-0000001,"Charlesbourg (Est)",,0,,80140018,1
868014,20163611multiint-0000001,48944607-20163611multiint-0000001,"Pointe-de-Sainte-Foy (Ouest)",,1,,80140017,1
868004,20163611multiint-0000001,48944382-20163611multiint-0000001,"Beauport (Est)",,0,,80040024,1
868004,20163611multiint-0000001,48944465-20163611multiint-0000001,"Pointe-de-Sainte-Foy (Ouest)",,1,,80040321,1
868004,20163611multiint-0000001,48944394-20163611multiint-0000001,"Beauport (Est)",,0,,80040024,1
868004,20163611multiint-0000001,48944477-20163611multiint-0000001,"Pointe-de-Sainte-Foy (Ouest)",,1,,80040321,1
868004,20163611multiint-0000001,48944406-20163611multiint-0000001,"Beauport (Est)",,0,,80040024,1
868004,20163611multiint-0000001,48944489-20163611multiint-0000001,"Pointe-de-Sainte-Foy (Ouest)",,1,,80040321,1
868014,20163611multiint-0000001,48944570-20163611multiint-0000001,"Charlesbourg (Est)",,0,,80140018,1
868014,20163611multiint-0000001,48944653-20163611multiint-0000001,"Pointe-de-Sainte-Foy (Ouest)",,1,,80140017,1
868014,20163611multiint-0000001,48944580-20163611multiint-0000001,"Charlesbourg (Est)",,0,,80140018,1
868014,20163611multiint-0000001,48944663-20163611multiint-0000001,"Pointe-de-Sainte-Foy (Ouest)",,1,,80140017,1
868014,20163611multiint-0000001,48944590-20163611multiint-0000001,"Charlesbourg (Est)",,0,,80140018,1
868004,20163611multiint-0000001,48944367-20163611multiint-0000001,"Beauport (Est)",,0,,80040024,1
868004,20163611multiint-0000001,48944449-20163611multiint-0000001,"Pointe-de-Sainte-Foy (Ouest)",,1,,80040321,1
868004,20163611multiint-0000001,48944377-20163611multiint-0000001,"Beauport (Est)",,0,,80040024,1
868004,20163611multiint-0000001,48944460-20163611multiint-0000001,"Pointe-de-Sainte-Foy (Ouest)",,1,,80040321,1
868014,20163611multiint-0000001,48944541-20163611multiint-0000001,"Charlesbourg (Est)",,0,,80140018,1
868014,20163611multiint-0000001,48944625-20163611multiint-0000001,"Pointe-de-Sainte-Foy (Ouest)",,1,,80140017,1
868014,20163611multiint-0000001,48944553-20163611multiint-0000001,"Charlesbourg (Est)",,0,,80140018,1
868014,20163611multiint-0000001,48944637-20163611multiint-0000001,"Pointe-de-Sainte-Foy (Ouest)",,1,,80140017,1
868074,20163611multiint-0000001,48943308-20163611multiint-0000001,"Place D'Youville (Est)",,0,,80740009,1
868074,20163611multiint-0000001,48943388-20163611multiint-0000001,"Pointe-de-Sainte-Foy (Ouest)",,1,,80740010,1
868004,20163611multiint-0000001,48944418-20163611multiint-0000001,"Beauport (Est)",,0,,80040024,1
868004,20163611multiint-0000001,48944500-20163611multiint-0000001,"Pointe-de-Sainte-Foy (Ouest)",,1,,80040321,1
868004,20163611multiint-0000001,48944428-20163611multiint-0000001,"Beauport (Est)",,0,,80040024,1
868004,20163611multiint-0000001,48944510-20163611multiint-0000001,"Pointe-de-Sainte-Foy (Ouest)",,1,,80040321,1
868004,20163611multiint-0000001,48944438-20163611multiint-0000001,"Beauport (Est)",,0,,80040024,1
868004,20163611multiint-0000001,48944444-20163611multiint-0000001,"Pointe-de-Sainte-Foy (Ouest)",,1,,80040321,1
868004,20163611multiint-0000001,48944372-20163611multiint-0000001,"Beauport (Est)",,0,,80040024,1
868004,20163611multiint-0000001,48944454-20163611multiint-0000001,"Pointe-de-Sainte-Foy (Ouest)",,1,,80040321,1
868014,20163611multiint-0000001,48944535-20163611multiint-0000001,"Charlesbourg (Est)",,0,,80140018,1
868014,20163611multiint-0000001,48944619-20163611multiint-0000001,"Pointe-de-Sainte-Foy (Ouest)",,1,,80140017,1
860540,20163511multiint-0000010,48940349-20163511multiint-0000010,"Terminus Beauport / Vieux-Québec (Sud)",,1,,05400408,2
860540,20163511multiint-0000010,49002027-20163511multiint-0000010,"Sainte-Thérèse-de-Lisieux (Nord)",,0,,05400191,2
860750,20163511multiint-0000010,48939406-20163511multiint-0000010,"Sainte-Foy Centre (Sud)",,1,,07500214,2
860750,20163511multiint-0000010,48939443-20163511multiint-0000010,"Loretteville (Nord)",,0,,07500124,2
860750,20163511multiint-0000010,48939410-20163511multiint-0000010,"Sainte-Foy Centre (Sud)",,1,,07500214,2
860750,20163511multiint-0000010,48939447-20163511multiint-0000010,"Loretteville (Nord)",,0,,07500124,2
860720,20163511multiint-0000010,48939676-20163511multiint-0000010,"Terminus Charlesbourg (Est)",,0,,07200075,2
860720,20163511multiint-0000010,48939699-20163511multiint-0000010,"Loretteville (Ouest)",,1,,07200076,2
860750,20163511multiint-0000010,48939416-20163511multiint-0000010,"Sainte-Foy Centre (Sud)",,1,,07500214,2
860110,20163511multiint-0000010,48941387-20163511multiint-0000010,"Place D'Youville / Vieux-Québec (Est)",,0,,01100065,2
860750,20163511multiint-0000010,48939441-20163511multiint-0000010,"Loretteville (Nord)",,0,,07500124,2
860750,20163511multiint-0000010,48939408-20163511multiint-0000010,"Sainte-Foy Centre (Sud)",,1,,07500214,2
860750,20163511multiint-0000010,48939445-20163511multiint-0000010,"Loretteville (Nord)",,0,,07500124,2
860750,20163511multiint-0000010,48939412-20163511multiint-0000010,"Sainte-Foy Centre (Sud)",,1,,07500214,2
860750,20163511multiint-0000010,48939449-20163511multiint-0000010,"Loretteville (Nord)",,0,,07500124,2
860720,20163511multiint-0000010,48939677-20163511multiint-0000010,"Terminus Charlesbourg (Est)",,0,,07200075,2
860810,20163511multiint-0000010,48940671-20163511multiint-0000010,"Terminus Les Saules (Sud)",,1,,08100156,2
860810,20163511multiint-0000010,48940689-20163511multiint-0000010,"Terminus du Zoo (Nord)",,0,,08100167,2
860110,20163511multiint-0000010,48941414-20163511multiint-0000010,"Pointe-de-Sainte-Foy (Ouest)",,1,,01100048,2
860110,20163511multiint-0000010,48941376-20163511multiint-0000010,"Place D'Youville / Vieux-Québec (Est)",,0,,01100065,2
860360,20163511multiint-0000010,48941580-20163511multiint-0000010,"Station des Roses (Nord)",,0,,03600141,2
860360,20163511multiint-0000010,48941564-20163511multiint-0000010,"Place Jacques-Cartier (Sud)",,1,,03600176,2
860360,20163511multiint-0000010,48941582-20163511multiint-0000010,"Station des Roses (Nord)",,0,,03600141,2
860360,20163511multiint-0000010,48941566-20163511multiint-0000010,"Place Jacques-Cartier (Sud)",,1,,03600176,2
860360,20163511multiint-0000010,48941584-20163511multiint-0000010,"Station des Roses (Nord)",,0,,03600141,2
860360,20163511multiint-0000010,48941568-20163511multiint-0000010,"Place Jacques-Cartier (Sud)",,1,,03600176,2
860810,20163511multiint-0000010,48940673-20163511multiint-0000010,"Terminus Les Saules (Sud)",,1,,08100156,2
860810,20163511multiint-0000010,48940691-20163511multiint-0000010,"Terminus du Zoo (Nord)",,0,,08100167,2
860520,20163511multiint-0000010,48940304-20163511multiint-0000010,"Du Bourg-Royal (Est)",,0,,05200033,2
860540,20163511multiint-0000010,49002035-20163511multiint-0000010,"Sainte-Thérèse-de-Lisieux (Nord)",,0,,05400191,2
860540,20163511multiint-0000010,48940388-20163511multiint-0000010,"Terminus Beauport / Vieux-Québec (Sud)",,1,,05400408,2
860550,20163511multiint-0000010,49002075-20163511multiint-0000010,"Sainte-Thérèse-de-Lisieux (Nord)",,0,,05500052,2
860800,20163511multiint-0000010,48940639-20163511multiint-0000010,"Place Jacques-Cartier (Sud)",,1,,08000372,2
860800,20163511multiint-0000010,48940658-20163511multiint-0000010,"L'Ancienne-Lorette (Nord)",,0,,08000378,2
860800,20163511multiint-0000010,48940641-20163511multiint-0000010,"Place Jacques-Cartier (Sud)",,1,,08000372,2
860800,20163511multiint-0000010,48940660-20163511multiint-0000010,"L'Ancienne-Lorette (Nord)",,0,,08000378,2
860800,20163511multiint-0000010,48940643-20163511multiint-0000010,"Place Jacques-Cartier (Sud)",,1,,08000372,2
860040,20163511multiint-0000010,48941353-20163511multiint-0000010,"Maizerets (Nord)",,0,,00400418,2
860040,20163511multiint-0000010,48941371-20163511multiint-0000010,"Place Jacques-Cartier (Sud)",,1,,00400419,2
860130,20163611multiint-0000001,48943663-20163611multiint-0000001,"Du Versant-Nord/Sainte-Foy Centre/Saint-Louis (Ouest)",,1,,01300136,2
860130,20163611multiint-0000001,48943666-20163611multiint-0000001,"Saint-Louis/Sainte-Foy Centre/du Versant-Nord (Est)",,0,,01300039,2
860110,20163611multiint-0000001,48945017-20163611multiint-0000001,"Place D'Youville / Vieux-Québec (Est)",,0,,01100065,2
860110,20163611multiint-0000001,48945057-20163611multiint-0000001,"Pointe-de-Sainte-Foy (Ouest)",,1,,01100048,2
860110,20163611multiint-0000001,48945020-20163611multiint-0000001,"Place D'Youville / Vieux-Québec (Est)",,0,,01100065,2
860190,20163611multiint-0000001,48943427-20163611multiint-0000001,"Limoilou (Nord)",,0,,01900002,2
860190,20163611multiint-0000001,48943465-20163611multiint-0000001,"Grand Théâtre (Sud)",,1,,01900016,2
860190,20163611multiint-0000001,48943429-20163611multiint-0000001,"Limoilou (Nord)",,0,,01900002,2
860190,20163611multiint-0000001,48943467-20163611multiint-0000001,"Grand Théâtre (Sud)",,1,,01900016,2
860190,20163611multiint-0000001,48943431-20163611multiint-0000001,"Limoilou (Nord)",,0,,01900002,2
860190,20163611multiint-0000001,48943469-20163611multiint-0000001,"Grand Théâtre (Sud)",,1,,01900016,2
860190,20163611multiint-0000001,48943433-20163611multiint-0000001,"Limoilou (Nord)",,0,,01900002,2
860190,20163611multiint-0000001,48943471-20163611multiint-0000001,"Grand Théâtre (Sud)",,1,,01900016,2
860190,20163611multiint-0000001,48943435-20163611multiint-0000001,"Limoilou (Nord)",,0,,01900002,2
860190,20163611multiint-0000001,48943473-20163611multiint-0000001,"Grand Théâtre (Sud)",,1,,01900016,2
860190,20163611multiint-0000001,48943437-20163611multiint-0000001,"Limoilou (Nord)",,0,,01900002,2
860190,20163611multiint-0000001,48943475-20163611multiint-0000001,"Grand Théâtre (Sud)",,1,,01900016,2
860040,20163611multiint-0000001,48944986-20163611multiint-0000001,"Maizerets (Nord)",,0,,00400418,2
860040,20163611multiint-0000001,48945003-20163611multiint-0000001,"Place Jacques-Cartier (Sud)",,1,,00400419,2
860930,20163611multiint-0000001,48944348-20163611multiint-0000001,"Champigny (Nord)",,0,,09300294,2
860130,20163611multiint-0000001,48943664-20163611multiint-0000001,"Du Versant-Nord/Sainte-Foy Centre/Saint-Louis (Ouest)",,1,,01300136,2
860130,20163611multiint-0000001,48943665-20163611multiint-0000001,"Saint-Louis/Sainte-Foy Centre/du Versant-Nord (Est)",,0,,01300039,2
860770,20163611multiint-0000001,48944111-20163611multiint-0000001,"Terminus Les Saules (Sud)",,1,,07700022,2
860770,20163611multiint-0000001,48944097-20163611multiint-0000001,"Val-Bélair (Nord)",,0,,07700021,2
860500,20163611multiint-0000001,48943788-20163611multiint-0000001,"Boischatel (Est)",,0,,05000186,2
860500,20163611multiint-0000001,48943799-20163611multiint-0000001,"Terminus La Cimenterie (Ouest)",,1,,05000187,2
860500,20163611multiint-0000001,48943787-20163611multiint-0000001,"Boischatel (Est)",,0,,05000186,2
860500,20163611multiint-0000001,48943800-20163611multiint-0000001,"Terminus La Cimenterie (Ouest)",,1,,05000187,2
860500,20163611multiint-0000001,48943792-20163611multiint-0000001,"Boischatel (Est)",,0,,05000186,2
860500,20163611multiint-0000001,48943801-20163611multiint-0000001,"Terminus La Cimenterie (Ouest)",,1,,05000187,2
860530,20163611multiint-0000001,48943842-20163611multiint-0000001,"Montmorency / Courville (Est)",,0,,05300214,2
860250,20163611multiint-0000001,48945102-20163611multiint-0000001,"Pointe-de-Sainte-Foy (Ouest)",,1,,02500033,2
860930,20163611multiint-0000001,48944340-20163611multiint-0000001,"Champigny (Nord)",,0,,09300294,2
860150,20163611multiint-0000001,48943570-20163611multiint-0000001,"Pointe-de-Sainte-Foy (Est)",,0,,01500027,2
860150,20163611multiint-0000001,48943588-20163611multiint-0000001,"Cap-Rouge (Ouest)",,1,,01500029,2
860150,20163611multiint-0000001,48943571-20163611multiint-0000001,"Pointe-de-Sainte-Foy (Est)",,0,,01500027,2
860150,20163611multiint-0000001,48943589-20163611multiint-0000001,"Cap-Rouge (Ouest)",,1,,01500029,2
860150,20163611multiint-0000001,48943572-20163611multiint-0000001,"Pointe-de-Sainte-Foy (Est)",,0,,01500027,2
860150,20163611multiint-0000001,48943590-20163611multiint-0000001,"Cap-Rouge (Ouest)",,1,,01500029,2
860150,20163611multiint-0000001,48943573-20163611multiint-0000001,"Pointe-de-Sainte-Foy (Est)",,0,,01500027,2
860150,20163611multiint-0000001,48943591-20163611multiint-0000001,"Cap-Rouge (Ouest)",,1,,01500029,2
860150,20163611multiint-0000001,48943574-20163611multiint-0000001,"Pointe-de-Sainte-Foy (Est)",,0,,01500027,2
860150,20163611multiint-0000001,48943592-20163611multiint-0000001,"Cap-Rouge (Ouest)",,1,,01500029,2
860640,20163611multiint-0000001,48944039-20163611multiint-0000001,"Lebourgneuf (Nord)",,0,,06400129,2
860640,20163611multiint-0000001,48944024-20163611multiint-0000001,"Place Jacques-Cartier (Sud)",,1,,06400128,2
860320,20163611multiint-0000001,48943722-20163611multiint-0000001,"Terminus du Zoo (Sud)",,1,,03200105,2
860370,20163611multiint-0000001,48942895-20163611multiint-0000001,"41e Rue Est / colline Parlementaire (Sud)",,1,,03700264,2
860370,20163611multiint-0000001,48942882-20163611multiint-0000001,"Terminus Charlesbourg / Jean-Talon Ouest (Nord)",,0,,03700265,2
860640,20163611multiint-0000001,48944053-20163611multiint-0000001,"Lebourgneuf (Nord)",,0,,06400129,2
860640,20163611multiint-0000001,48944038-20163611multiint-0000001,"Place Jacques-Cartier (Sud)",,1,,06400128,2
860860,20163611multiint-0000001,48944290-20163611multiint-0000001,"Terminus Les Saules (Nord)",,0,,08600199,2
860520,20163611multiint-0000001,48943834-20163611multiint-0000001,"Terminus Charlesbourg (Ouest)",,1,,05200034,2
860360,20163611multiint-0000001,48945213-20163611multiint-0000001,"Place Jacques-Cartier (Sud)",,1,,03600176,2
860640,20163611multiint-0000001,48944054-20163611multiint-0000001,"Lebourgneuf (Nord)",,0,,06400129,2
860770,20163611multiint-0000001,48944116-20163611multiint-0000001,"Terminus Les Saules (Sud)",,1,,07700022,2
860770,20163611multiint-0000001,48944109-20163611multiint-0000001,"Val-Bélair (Nord)",,0,,07700021,2
860010,20163611multiint-0000001,48943621-20163611multiint-0000001,"Gare fluviale / Cap-Blanc (Sud)",,1,,00100357,2
860540,20163611multiint-0000001,49004094-20163611multiint-0000001,"Sainte-Thérèse-de-Lisieux (Nord)",,0,,05400191,2
860370,20163611multiint-0000001,48942883-20163611multiint-0000001,"Terminus Charlesbourg / Jean-Talon Ouest (Nord)",,0,,03700265,2
860520,20163611multiint-0000001,48943825-20163611multiint-0000001,"Du Bourg-Royal (Est)",,0,,05200033,2
860720,20163611multiint-0000001,48943099-20163611multiint-0000001,"Loretteville (Ouest)",,1,,07200076,2
860770,20163611multiint-0000001,48944096-20163611multiint-0000001,"Terminus Les Saules (Sud)",,1,,07700022,2
860770,20163611multiint-0000001,48944107-20163611multiint-0000001,"Val-Bélair (Nord)",,0,,07700021,2
860010,20163611multiint-0000001,48943622-20163611multiint-0000001,"Gare fluviale / Cap-Blanc (Sud)",,1,,00100357,2
860810,20163611multiint-0000001,48944193-20163611multiint-0000001,"Terminus Les Saules (Sud)",,1,,08100156,2
860860,20163611multiint-0000001,48944295-20163611multiint-0000001,"Place J.-Cartier / colline Parlementaire (Sud)",,1,,08600198,2
860820,20163611multiint-0000001,48944230-20163611multiint-0000001,"Lac-Saint-Charles (Nord)",,0,,08200050,2
860740,20163611multiint-0000001,48944057-20163611multiint-0000001,"Place Jacques-Cartier (Sud)",,1,,07400055,2
860860,20163611multiint-0000001,48944312-20163611multiint-0000001,"Terminus Les Saules (Nord)",,0,,08600199,2
860770,20163611multiint-0000001,48944108-20163611multiint-0000001,"Val-Bélair (Nord)",,0,,07700021,2
868034,20163611multiint-0000001,49379036-20163611multiint-0000001,"Terminus Beauport (Est)",,0,,80340161,1
868034,20163611multiint-0000001,49379043-20163611multiint-0000001,"Terminus Les Saules (Ouest)",,1,,80340184,1
868034,20163611multiint-0000001,49379048-20163611multiint-0000001,"Terminus Beauport (Est)",,0,,80340161,1
868034,20163611multiint-0000001,49379054-20163611multiint-0000001,"Terminus Les Saules (Ouest)",,1,,80340184,1
868034,20163611multiint-0000001,49379060-20163611multiint-0000001,"Terminus Beauport (Est)",,0,,80340161,1
868034,20163611multiint-0000001,49379067-20163611multiint-0000001,"Terminus Les Saules (Ouest)",,1,,80340184,1
868034,20163611multiint-0000001,49379072-20163611multiint-0000001,"Terminus Beauport (Est)",,0,,80340161,1
860520,20163611multiint-0000001,48943826-20163611multiint-0000001,"Terminus Charlesbourg (Ouest)",,1,,05200034,1
860320,20163611multiint-0000001,48943725-20163611multiint-0000001,"Lac Clément (Nord)",,0,,03200106,1
860320,20163611multiint-0000001,48943717-20163611multiint-0000001,"Terminus du Zoo (Sud)",,1,,03200105,1
860640,20163611multiint-0000001,48944044-20163611multiint-0000001,"Lebourgneuf (Nord)",,0,,06400129,1
860640,20163611multiint-0000001,48944029-20163611multiint-0000001,"Place Jacques-Cartier (Sud)",,1,,06400128,1
860860,20163611multiint-0000001,48944307-20163611multiint-0000001,"Terminus Les Saules (Nord)",,0,,08600199,1
860860,20163611multiint-0000001,48944299-20163611multiint-0000001,"Place J.-Cartier / colline Parlementaire (Sud)",,1,,08600198,1
868074,20163611multiint-0000001,48943290-20163611multiint-0000001,"Place D'Youville (Est)",,0,,80740009,1
868074,20163611multiint-0000001,48943370-20163611multiint-0000001,"Pointe-de-Sainte-Foy (Ouest)",,1,,80740010,1
868074,20163611multiint-0000001,48943297-20163611multiint-0000001,"Place D'Youville (Est)",,0,,80740009,1
868074,20163611multiint-0000001,48943377-20163611multiint-0000001,"Pointe-de-Sainte-Foy (Ouest)",,1,,80740010,1
868074,20163611multiint-0000001,48943304-20163611multiint-0000001,"Place D'Youville (Est)",,0,,80740009,1
868074,20163611multiint-0000001,48943384-20163611multiint-0000001,"Pointe-de-Sainte-Foy (Ouest)",,1,,80740010,1
868014,20163611multiint-0000001,48944567-20163611multiint-0000001,"Charlesbourg (Est)",,0,,80140018,1
868014,20163611multiint-0000001,48944651-20163611multiint-0000001,"Pointe-de-Sainte-Foy (Ouest)",,1,,80140017,1
868014,20163611multiint-0000001,48944578-20163611multiint-0000001,"Charlesbourg (Est)",,0,,80140018,1
868014,20163611multiint-0000001,48944661-20163611multiint-0000001,"Pointe-de-Sainte-Foy (Ouest)",,1,,80140017,1
868014,20163611multiint-0000001,48944588-20163611multiint-0000001,"Charlesbourg (Est)",,0,,80140018,1
868024,20163611multiint-0000001,48944827-20163611multiint-0000001,"Terminus Beauport (Est)",,0,,80240039,1
868024,20163611multiint-0000001,48944830-20163611multiint-0000001,"Station Belvédère (Ouest)",,1,,80240038,1
868024,20163611multiint-0000001,48944835-20163611multiint-0000001,"Terminus Beauport (Est)",,0,,80240039,1
868024,20163611multiint-0000001,48944838-20163611multiint-0000001,"Station Belvédère (Ouest)",,1,,80240038,1
868024,20163611multiint-0000001,48944843-20163611multiint-0000001,"Terminus Beauport (Est)",,0,,80240039,1
868024,20163611multiint-0000001,48944846-20163611multiint-0000001,"Station Belvédère (Ouest)",,1,,80240038,1
868024,20163611multiint-0000001,48944851-20163611multiint-0000001,"Terminus Beauport (Est)",,0,,80240039,1
868004,20163611multiint-0000001,48944459-20163611multiint-0000001,"Pointe-de-Sainte-Foy (Ouest)",,1,,80040321,1
868014,20163611multiint-0000001,48944540-20163611multiint-0000001,"Charlesbourg (Est)",,0,,80140018,1
868014,20163611multiint-0000001,48944624-20163611multiint-0000001,"Pointe-de-Sainte-Foy (Ouest)",,1,,80140017,1
868014,20163611multiint-0000001,48944552-20163611multiint-0000001,"Charlesbourg (Est)",,0,,80140018,1
868014,20163611multiint-0000001,48944636-20163611multiint-0000001,"Pointe-de-Sainte-Foy (Ouest)",,1,,80140017,1
868014,20163611multiint-0000001,48944564-20163611multiint-0000001,"Charlesbourg (Est)",,0,,80140018,1
868014,20163611multiint-0000001,48944648-20163611multiint-0000001,"Pointe-de-Sainte-Foy (Ouest)",,1,,80140017,1
868014,20163611multiint-0000001,48944575-20163611multiint-0000001,"Charlesbourg (Est)",,0,,80140018,1
868014,20163611multiint-0000001,48944658-20163611multiint-0000001,"Pointe-de-Sainte-Foy (Ouest)",,1,,80140017,1
868014,20163611multiint-0000001,48944585-20163611multiint-0000001,"Charlesbourg (Est)",,0,,80140018,1
868014,20163611multiint-0000001,48944668-20163611multiint-0000001,"Pointe-de-Sainte-Foy (Ouest)",,1,,80140017,1
868024,20163611multiint-0000001,48944826-20163611multiint-0000001,"Station Belvédère (Ouest)",,1,,80240038,1
868024,20163611multiint-0000001,48944831-20163611multiint-0000001,"Terminus Beauport (Est)",,0,,80240039,1
868024,20163611multiint-0000001,48944834-20163611multiint-0000001,"Station Belvédère (Ouest)",,1,,80240038,1
868024,20163611multiint-0000001,48944839-20163611multiint-0000001,"Terminus Beauport (Est)",,0,,80240039,1
868024,20163611multiint-0000001,48944842-20163611multiint-0000001,"Station Belvédère (Ouest)",,1,,80240038,1
868024,20163611multiint-0000001,48944847-20163611multiint-0000001,"Terminus Beauport (Est)",,0,,80240039,1
868024,20163611multiint-0000001,48944850-20163611multiint-0000001,"Station Belvédère (Ouest)",,1,,80240038,1
868024,20163611multiint-0000001,48944855-20163611multiint-0000001,"Terminus Beauport (Est)",,0,,80240039,1
868024,20163611multiint-0000001,48944860-20163611multiint-0000001,"Station Belvédère (Ouest)",,1,,80240038,1
868024,20163611multiint-0000001,48944865-20163611multiint-0000001,"Terminus Beauport (Est)",,0,,80240039,1
868014,20163611multiint-0000001,48944520-20163611multiint-0000001,"Charlesbourg (Est)",,0,,80140018,1
868014,20163611multiint-0000001,48944603-20163611multiint-0000001,"Pointe-de-Sainte-Foy (Ouest)",,1,,80140017,1
868004,20163611multiint-0000001,48944378-20163611multiint-0000001,"Beauport (Est)",,0,,80040024,1
868004,20163611multiint-0000001,48944461-20163611multiint-0000001,"Pointe-de-Sainte-Foy (Ouest)",,1,,80040321,1
868004,20163611multiint-0000001,48944390-20163611multiint-0000001,"Beauport (Est)",,0,,80040024,1
868004,20163611multiint-0000001,48944473-20163611multiint-0000001,"Pointe-de-Sainte-Foy (Ouest)",,1,,80040321,1
868004,20163611multiint-0000001,48944402-20163611multiint-0000001,"Beauport (Est)",,0,,80040024,1
868004,20163611multiint-0000001,48944485-20163611multiint-0000001,"Pointe-de-Sainte-Foy (Ouest)",,1,,80040321,1
868004,20163611multiint-0000001,48944414-20163611multiint-0000001,"Beauport (Est)",,0,,80040024,1
868004,20163611multiint-0000001,48944497-20163611multiint-0000001,"Pointe-de-Sainte-Foy (Ouest)",,1,,80040321,1
868004,20163611multiint-0000001,48944425-20163611multiint-0000001,"Beauport (Est)",,0,,80040024,1
868004,20163611multiint-0000001,48944507-20163611multiint-0000001,"Pointe-de-Sainte-Foy (Ouest)",,1,,80040321,1
868004,20163611multiint-0000001,48944435-20163611multiint-0000001,"Beauport (Est)",,0,,80040024,1
868014,20163611multiint-0000001,48944598-20163611multiint-0000001,"Pointe-de-Sainte-Foy (Ouest)",,1,,80140017,1
868014,20163611multiint-0000001,48944525-20163611multiint-0000001,"Charlesbourg (Est)",,0,,80140018,1
868014,20163611multiint-0000001,48944608-20163611multiint-0000001,"Pointe-de-Sainte-Foy (Ouest)",,1,,80140017,1
868004,20163611multiint-0000001,48944383-20163611multiint-0000001,"Beauport (Est)",,0,,80040024,1
868004,20163611multiint-0000001,48944466-20163611multiint-0000001,"Pointe-de-Sainte-Foy (Ouest)",,1,,80040321,1
860500,20163611multiint-0000001,48943796-20163611multiint-0000001,"Terminus La Cimenterie (Ouest)",,1,,05000187,2
860190,20163611multiint-0000001,48943415-20163611multiint-0000001,"Limoilou (Nord)",,0,,01900002,2
860190,20163611multiint-0000001,48943453-20163611multiint-0000001,"Grand Théâtre (Sud)",,1,,01900016,2
860190,20163611multiint-0000001,48943417-20163611multiint-0000001,"Limoilou (Nord)",,0,,01900002,2
860190,20163611multiint-0000001,48943455-20163611multiint-0000001,"Grand Théâtre (Sud)",,1,,01900016,2
860190,20163611multiint-0000001,48943419-20163611multiint-0000001,"Limoilou (Nord)",,0,,01900002,2
860190,20163611multiint-0000001,48943457-20163611multiint-0000001,"Grand Théâtre (Sud)",,1,,01900016,2
860190,20163611multiint-0000001,48943421-20163611multiint-0000001,"Limoilou (Nord)",,0,,01900002,2
860190,20163611multiint-0000001,48943459-20163611multiint-0000001,"Grand Théâtre (Sud)",,1,,01900016,2
860190,20163611multiint-0000001,48943423-20163611multiint-0000001,"Limoilou (Nord)",,0,,01900002,2
